,Position,Driver,Car,Time
3,1,Stuart  Lewis-Evans ,Vanwall,1:37.100
1,2,Stirling Moss,Vanwall,1:38.000
2,3,Tony Brooks,Vanwall,1:38.100
14,4,Jean Behra,BRM,1:38.400
8,5,Jack Brabham,Cooper Climax,1:38.500
5,6,Mike Hawthorn,Ferrari,1:39.100
15,7,Harry Schell,BRM,1:39.200
9,8,Maurice  Trintignant,Cooper Climax,1:39.200
7,9,Roy Salvadori,Cooper Climax,1:39.200
4,10,Peter Collins,Ferrari,1:39.300
17,11,Cliff Allison,Lotus Climax,1:39.400
6,12,Luigi Musso,Ferrari,1:39.500
16,13,Graham Hill,Lotus Climax,1:39.800
12,14,Masten Gregory,Maserati,1:42.000
11,15,Jo Bonnier,Maserati,1:42.300
10,16,Giorgio  Scarlatti ,Maserati,1:44.600
18,17,Carel Godin de Beaufort ,Porsche,1:46.700
