,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:15.152,1:14.249,1:13.791,22
8,2,Fernando Alonso,Ferrari,1:14.808,1:14.081,1:13.793,22
7,3,Felipe Massa,Ferrari,1:15.216,1:14.478,1:14.290,24
6,4,Mark Webber,RBR Renault,1:15.334,1:14.340,1:14.347,25
1,5,Jenson Button,McLaren Mercedes,1:15.823,1:14.716,1:14.427,23
2,6,Lewis Hamilton,McLaren Mercedes,1:15.505,1:14.488,1:14.566,20
11,7,Robert Kubica,Renault,1:15.736,1:14.835,1:15.079,23
9,8,Rubens Barrichello,Williams Cosworth,1:16.398,1:14.698,1:15.109,25
4,9,Nico Rosberg,Mercedes,1:16.178,1:15.018,1:15.179,25
10,10,Nico Hulkenberg,Williams Cosworth,1:16.387,1:14.943,1:15.339,22
3,11,Michael Schumacher,Mercedes,1:16.084,1:15.026,,18
23,12,Kamui Kobayashi,Sauber Ferrari,1:15.951,1:15.084,,12
12,13,Vitaly Petrov,Renault,1:16.521,1:15.307,,17
14,14,Adrian Sutil,Force India Mercedes,1:16.220,1:15.467,,16
22,15,Pedro de la Rosa,Sauber Ferrari,1:16.450,1:15.550,,11
17,16,Jaime Alguersuari,STR Ferrari,1:16.664,1:15.588,,14
16,17,Sebastien Buemi,STR Ferrari,1:16.029,1:15.974,,15
18,18,Jarno Trulli,Lotus Cosworth,1:17.583,,,12
19,19,Heikki Kovalainen,Lotus Cosworth,1:18.300,,,11
24,20,Timo Glock,Virgin Cosworth,1:18.343,,,6
21,21,Bruno Senna,HRT Cosworth,1:18.592,,,10
15,22,Vitantonio Liuzzi,Force India Mercedes,1:18.952,,,3
20,23,Sakon Yamamoto,HRT Cosworth,1:19.844,,,11
25,24,Lucas di Grassi,Virgin Cosworth,DNS,,,1
