,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Sebastian Vettel,RBR Renault,67,1:15.824,217.166
8,2,Fernando Alonso,Ferrari,66,1:15.880,217.005
7,3,Felipe Massa,Ferrari,66,1:16.097,216.386
1,4,Jenson Button,McLaren Mercedes,65,1:16.451,215.385
2,5,Lewis Hamilton,McLaren Mercedes,65,1:16.503,215.238
22,6,Pedro de la Rosa,Sauber Ferrari,61,1:16.527,215.171
15,7,Vitantonio Liuzzi,Force India Mercedes,64,1:16.596,214.977
4,8,Nico Rosberg,Mercedes,66,1:16.609,214.940
6,9,Mark Webber,RBR Renault,57,1:16.678,214.747
14,10,Adrian Sutil,Force India Mercedes,65,1:16.687,214.722
10,11,Nico Hulkenberg,Williams Cosworth,61,1:16.836,214.305
17,12,Jaime Alguersuari,STR Ferrari,66,1:16.971,213.929
9,13,Rubens Barrichello,Williams Cosworth,63,1:17.029,213.768
3,14,Michael Schumacher,Mercedes,66,1:17.088,213.605
23,15,Kamui Kobayashi,Sauber Ferrari,63,1:17.100,213.571
11,16,Robert Kubica,Renault,62,1:17.166,213.389
12,17,Vitaly Petrov,Renault,62,1:17.198,213.300
24,18,Timo Glock,Virgin Cosworth,62,1:18.211,210.538
19,19,Heikki Kovalainen,Lotus Cosworth,51,1:20.664,204.135
25,20,Lucas di Grassi,Virgin Cosworth,49,1:20.703,204.037
21,21,Bruno Senna,HRT Cosworth,57,1:20.861,203.638
20,22,Sakon Yamamoto,HRT Cosworth,16,1:23.541,197.105
18,23,Jarno Trulli,Lotus Cosworth,2,2:14.452,122.470
