,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:13.791
8,2,Fernando Alonso,Ferrari,1:13.793
7,3,Felipe Massa,Ferrari,1:14.290
6,4,Mark Webber,RBR Renault,1:14.347
1,5,Jenson Button,McLaren Mercedes,1:14.427
2,6,Lewis Hamilton,McLaren Mercedes,1:14.566
11,7,Robert Kubica,Renault,1:15.079
9,8,Rubens Barrichello,Williams Cosworth,1:15.109
4,9,Nico Rosberg,Mercedes,1:15.179
10,10,Nico Hulkenberg,Williams Cosworth,1:15.339
3,11,Michael Schumacher,Mercedes,1:15.026
23,12,Kamui Kobayashi,Sauber Ferrari,1:15.084
12,13,Vitaly Petrov,Renault,1:15.307
22,14,Pedro de la Rosa,Sauber Ferrari,1:15.550
17,15,Jaime Alguersuari,STR Ferrari,1:15.588
16,16,Sebastien Buemi,STR Ferrari,1:15.974
18,17,Jarno Trulli,Lotus Cosworth,1:17.583
19,18,Heikki Kovalainen,Lotus Cosworth,1:18.300
14,19,Adrian Sutil,Force India Mercedes,1:15.467
21,20,Bruno Senna,HRT Cosworth,1:18.592
15,21,Vitantonio Liuzzi,Force India Mercedes,1:18.952
20,22,Sakon Yamamoto,HRT Cosworth,1:19.844
24,23,Timo Glock,Virgin Cosworth,1:18.343
25,24,Lucas di Grassi,Virgin Cosworth,
