,Position,Driver,Car,Time
3,1,Kimi Räikkönen,McLaren Mercedes,1:14.070
5,2,Michael Schumacher,Ferrari,1:14.205
6,3,Felipe Massa,Ferrari,1:14.569
12,4,Jenson Button,Honda,1:14.862
2,5,Giancarlo Fisichella,Renault,1:14.894
11,6,Rubens Barrichello,Honda,1:14.934
1,7,Fernando Alonso,Renault,1:15.282
7,8,Ralf Schumacher,Toyota,1:15.923
4,9,Pedro de la Rosa,McLaren Mercedes,1:15.936
14,10,David Coulthard,RBR Ferrari,1:16.326
9,11,Mark Webber,Williams Cosworth,1:15.094
15,12,Christian Klien,RBR Ferrari,1:15.141
17,13,Jacques Villeneuve,Sauber BMW,1:15.329
10,14,Nico Rosberg,Williams Cosworth,1:15.380
16,15,Nick Heidfeld,Sauber BMW,1:15.397
20,16,Vitantonio Liuzzi,STR Cosworth,1:16.399
22,17,Takuma Sato,Super Aguri Honda,1:17.185
18,18,Tiago Monteiro,MF1 Toyota,1:17.836
21,19,Scott Speed,STR Cosworth,
8,20,Jarno Trulli,Toyota,1:15.150
19,21,Christijan Albers,MF1 Toyota,1:17.093
