,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Michael Schumacher,Ferrari,17,1:16.357,215.650
6,2,Felipe Massa,Ferrari,18,1:16.392,215.551
3,3,Kimi Räikkönen,McLaren Mercedes,4,1:16.475,215.317
7,4,Ralf Schumacher,Toyota,64,1:16.763,214.509
8,5,Jarno Trulli,Toyota,48,1:16.807,214.386
9,6,Mark Webber,Williams Cosworth,43,1:16.812,214.372
12,7,Jenson Button,Honda,14,1:16.818,214.356
2,8,Giancarlo Fisichella,Renault,18,1:16.981,213.902
1,9,Fernando Alonso,Renault,66,1:17.256,213.140
20,10,Vitantonio Liuzzi,STR Cosworth,51,1:17.407,212.724
21,11,Scott Speed,STR Cosworth,50,1:17.450,212.606
15,12,Christian Klien,RBR Ferrari,49,1:17.719,211.870
14,13,David Coulthard,RBR Ferrari,24,1:17.811,211.620
11,14,Rubens Barrichello,Honda,16,1:18.029,211.029
19,15,Christijan Albers,MF1 Toyota,35,1:18.247,210.441
18,16,Tiago Monteiro,MF1 Toyota,46,1:18.718,209.182
17,17,Jacques Villeneuve,Sauber BMW,29,1:18.904,208.689
16,18,Nick Heidfeld,Sauber BMW,3,1:19.264,207.741
22,19,Takuma Sato,Super Aguri Honda,26,1:19.413,207.351
4,20,Pedro de la Rosa,McLaren Mercedes,2,1:19.649,206.737
