,Position,Driver,Car,Q1,Q2,Q3,Laps
3,1,Kimi Räikkönen,McLaren Mercedes,1:15.214,1:14.410,1:14.070,19
5,2,Michael Schumacher,Ferrari,1:14.904,1:13.778,1:14.205,18
6,3,Felipe Massa,Ferrari,1:14.412,1:14.094,1:14.569,18
12,4,Jenson Button,Honda,1:15.869,1:14.378,1:14.862,23
2,5,Giancarlo Fisichella,Renault,1:15.916,1:14.540,1:14.894,21
11,6,Rubens Barrichello,Honda,1:15.757,1:14.652,1:14.934,24
1,7,Fernando Alonso,Renault,1:15.518,1:14.746,1:15.282,21
7,8,Ralf Schumacher,Toyota,1:15.789,1:14.743,1:15.923,21
4,9,Pedro de la Rosa,McLaren Mercedes,1:15.655,1:15.021,1:15.936,20
14,10,David Coulthard,RBR Ferrari,1:15.836,1:14.826,1:16.326,25
9,11,Mark Webber,Williams Cosworth,1:15.719,1:15.094,,14
15,12,Christian Klien,RBR Ferrari,1:15.816,1:15.141,,14
8,13,Jarno Trulli,Toyota,1:15.430,1:15.150,,12
17,14,Jacques Villeneuve,Sauber BMW,1:16.281,1:15.329,,13
10,15,Nico Rosberg,Williams Cosworth,1:16.183,1:15.380,,14
16,16,Nick Heidfeld,Sauber BMW,1:16.234,1:15.397,,13
20,17,Vitantonio Liuzzi,STR Cosworth,1:16.399,,,9
19,18,Christijan Albers,MF1 Toyota,1:17.093,,,5
22,19,Takuma Sato,Super Aguri Honda,1:17.185,,,5
18,20,Tiago Monteiro,MF1 Toyota,1:17.836,,,6
23,21,Sakon Yamamoto,Super Aguri Honda,1:20.444,,,5
21,22,Scott Speed,STR Cosworth,DNF,,,2
