,Position,Driver,Car,Time
2,1,Ronnie Peterson,Lotus Ford,1:19.470
5,2,Jackie Stewart,Tyrrell Ford,1:19.970
6,3,Francois  Cevert ,Tyrrell Ford,1:20.120
7,4,Denny Hulme,McLaren Ford,1:20.310
10,5,Carlos Reutemann,Brabham Ford,1:20.590
8,6,Peter   Revson,McLaren Ford,1:20.600
27,7,James Hunt,March Ford,1:20.700
24,8,Carlos Pace,Surtees Ford,1:21.020
20,9,Jean-Pierre Beltoise,BRM,1:21.140
17,10,Jackie Oliver,Shadow Ford,1:21.230
21,11,Niki Lauda,BRM,1:21.430
19,12,Clay Regazzoni,BRM,1:21.560
11,13,Wilson Fittipaldi,Brabham Ford,1:21.820
28,14,Rikky von Opel,Ensign Ford,1:22.010
25,15,Howden  Ganley ,Iso Marlboro Ford,1:22.100
1,16,Emerson Fittipaldi,Lotus Ford,1:22.240
12,17,Graham Hill,Shadow Ford,1:22.500
14,18,Roger  Williamson ,March Ford,1:22.720
22,19,Chris Amon,Tecno,1:22.730
26,20,Gijs van Lennep,Iso Marlboro Ford,1:22.950
18,21,David Purley,March Ford,1:23.090
16,22,George  Follmer ,Shadow Ford,1:24.140
15,23,Mike  Beuttler ,March Ford,1:24.450
23,24,Mike Hailwood,Surtees Ford,1:32.330
