,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Felipe Massa,Ferrari,1:12.303,1:12.374,1:11.931,20
2,2,Lewis Hamilton,McLaren Mercedes,1:13.033,1:12.296,1:12.082,19
6,3,Kimi Räikkönen,Ferrari,1:13.016,1:12.161,1:12.322,20
1,4,Fernando Alonso,McLaren Mercedes,1:12.895,1:12.637,1:12.356,22
15,5,Mark Webber,Red Bull Renault,1:13.081,1:12.683,1:12.928,24
9,6,Nick Heidfeld,Sauber BMW,1:13.472,1:12.888,1:13.081,24
10,7,Robert Kubica,Sauber BMW,1:13.085,1:12.641,1:13.129,23
12,8,Jarno Trulli,Toyota,1:13.470,1:12.832,1:13.195,25
14,9,David Coulthard,Red Bull Renault,1:13.264,1:12.846,1:13.272,24
16,10,Nico Rosberg,Williams Toyota,1:13.707,1:12.752,1:13.477,24
8,11,Rubens Barrichello,Honda,1:13.661,1:12.932,,12
3,12,Giancarlo Fisichella,Renault,1:13.482,1:12.968,,12
19,13,Sebastian Vettel,STR Ferrari,1:13.853,1:13.058,,12
18,14,Vitantonio Liuzzi,STR Ferrari,1:13.607,1:13.251,,12
11,15,Ralf Schumacher,Toyota,1:13.767,1:13.315,,12
7,16,Jenson Button,Honda,1:14.054,1:13.469,,12
4,17,Heikki Kovalainen,Renault,1:14.078,,,7
22,18,Takuma Sato,Super Aguri Honda,1:14.098,,,6
17,19,Kazuki Nakajima,Williams Toyota,1:14.417,,,6
23,20,Anthony Davidson,Super Aguri Honda,1:14.596,,,6
20,21,Adrian Sutil,Spyker Ferrari,1:15.217,,,3
21,22,Sakon Yamamoto,Spyker Ferrari,1:15.487,,,6
