,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,66,1:12.445,214.126
2,2,Lewis Hamilton,McLaren Mercedes,58,1:12.506,213.946
5,3,Felipe Massa,Ferrari,71,1:12.584,213.716
10,4,Robert Kubica,Sauber BMW,61,1:12.686,213.416
17,5,Kazuki Nakajima,Williams Toyota,69,1:13.116,212.161
1,6,Fernando Alonso,McLaren Mercedes,59,1:13.150,212.062
16,7,Nico Rosberg,Williams Toyota,56,1:13.159,212.036
12,8,Jarno Trulli,Toyota,68,1:13.361,211.452
11,9,Ralf Schumacher,Toyota,65,1:13.368,211.432
9,10,Nick Heidfeld,Sauber BMW,53,1:13.452,211.190
18,11,Vitantonio Liuzzi,STR Ferrari,56,1:13.643,210.643
7,12,Jenson Button,Honda,20,1:14.039,209.516
14,13,David Coulthard,Red Bull Renault,22,1:14.195,209.076
23,14,Anthony Davidson,Super Aguri Honda,64,1:14.329,208.699
15,15,Mark Webber,Red Bull Renault,13,1:14.398,208.505
19,16,Sebastian Vettel,STR Ferrari,18,1:14.423,208.435
8,17,Rubens Barrichello,Honda,32,1:14.742,207.545
4,18,Heikki Kovalainen,Renault,31,1:14.891,207.133
22,19,Takuma Sato,Super Aguri Honda,39,1:14.914,207.069
20,20,Adrian Sutil,Spyker Ferrari,13,1:15.202,206.276
21,21,Sakon Yamamoto,Spyker Ferrari,2,1:50.404,140.505
3,22,Giancarlo Fisichella,Renault,2,2:02.680,126.446
