,Position,Driver,Car,Time / Gap,Laps
6,1,Kimi Räikkönen,Ferrari,1:19.580,9
5,2,Felipe Massa,Ferrari,+0.482s,10
4,3,Heikki Kovalainen,Renault,+1.249s,19
16,4,Nico Rosberg,Williams Toyota,+1.484s,14
2,5,Lewis Hamilton,McLaren Mercedes,+1.541s,10
11,6,Ralf Schumacher,Toyota,+1.663s,22
19,7,Sebastian Vettel,STR Ferrari,+2.018s,22
15,8,Mark Webber,Red Bull Renault,+2.524s,12
12,9,Jarno Trulli,Toyota,+2.524s,26
18,10,Vitantonio Liuzzi,STR Ferrari,+2.670s,17
8,11,Rubens Barrichello,Honda,+2.854s,23
7,12,Jenson Button,Honda,+2.897s,22
14,13,David Coulthard,Red Bull Renault,+3.087s,16
22,14,Takuma Sato,Super Aguri Honda,+3.349s,19
20,15,Adrian Sutil,Spyker Ferrari,+3.668s,30
17,16,Kazuki Nakajima,Williams Toyota,+3.681s,26
23,17,Anthony Davidson,Super Aguri Honda,+3.971s,20
21,18,Sakon Yamamoto,Spyker Ferrari,+4.786s,25
9,19,Nick Heidfeld,Sauber BMW,,1
10,20,Robert Kubica,Sauber BMW,,1
1,21,Fernando Alonso,McLaren Mercedes,,1
3,22,Giancarlo Fisichella,Renault,,2
