,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:12.767,27
1,2,Fernando Alonso,McLaren Mercedes,+0.122s,28
5,3,Felipe Massa,Ferrari,+0.308s,30
6,4,Kimi Räikkönen,Ferrari,+0.345s,30
3,5,Giancarlo Fisichella,Renault,+0.782s,22
10,6,Robert Kubica,Sauber BMW,+0.820s,34
16,7,Nico Rosberg,Williams Toyota,+0.888s,33
17,8,Kazuki Nakajima,Williams Toyota,+0.897s,38
14,9,David Coulthard,Red Bull Renault,+0.939s,30
9,10,Nick Heidfeld,Sauber BMW,+1.018s,44
11,11,Ralf Schumacher,Toyota,+1.062s,29
4,12,Heikki Kovalainen,Renault,+1.112s,28
8,13,Rubens Barrichello,Honda,+1.125s,45
7,14,Jenson Button,Honda,+1.328s,44
18,15,Vitantonio Liuzzi,STR Ferrari,+1.385s,33
12,16,Jarno Trulli,Toyota,+1.412s,25
19,17,Sebastian Vettel,STR Ferrari,+1.642s,37
22,18,Takuma Sato,Super Aguri Honda,+1.664s,27
23,19,Anthony Davidson,Super Aguri Honda,+1.710s,31
15,20,Mark Webber,Red Bull Renault,+1.776s,35
20,21,Adrian Sutil,Spyker Ferrari,+2.328s,35
21,22,Sakon Yamamoto,Spyker Ferrari,+2.948s,32
