,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:41.497,1:40.901,1:40.630,15
2,2,Mark Webber,Red Bull Racing Renault,1:41.933,1:41.277,1:40.978,17
1,RT,Sebastian Vettel,Red Bull Racing Renault,1:42.160,1:41.511,1:41.073,16
18,3,Pastor Maldonado,Williams Renault,1:41.981,1:41.907,1:41.226,22
9,4,Kimi Räikkönen,Lotus Renault,1:42.222,1:41.532,1:41.260,20
3,5,Jenson Button,McLaren Mercedes,1:42.342,1:41.873,1:41.290,20
5,6,Fernando Alonso,Ferrari,1:41.939,1:41.514,1:41.582,17
8,7,Nico Rosberg,Mercedes,1:41.926,1:41.698,1:41.603,17
6,8,Felipe Massa,Ferrari,1:41.974,1:41.846,1:41.723,17
10,9,Romain Grosjean,Lotus Renault,1:42.046,1:41.620,1:41.778,24
12,10,Nico Hulkenberg,Force India Mercedes,1:42.579,1:42.019,,16
15,11,Sergio Perez,Sauber Ferrari,1:42.624,1:42.084,,17
11,12,Paul di Resta,Force India Mercedes,1:42.572,1:42.218,,16
7,13,Michael Schumacher,Mercedes,1:42.735,1:42.289,,14
19,14,Bruno Senna,Williams Renault,1:43.298,1:42.330,,18
14,15,Kamui Kobayashi,Sauber Ferrari,1:43.582,1:42.606,,17
16,16,Daniel Ricciardo,STR Ferrari,1:43.280,1:42.765,,14
17,17,Jean-Eric Vergne,STR Ferrari,1:44.058,,,9
20,18,Heikki Kovalainen,Caterham Renault,1:44.956,,,11
25,19,Charles Pic,Marussia Cosworth,1:45.089,,,10
21,20,Vitaly Petrov,Caterham Renault,1:45.151,,,11
24,21,Timo Glock,Marussia Cosworth,1:45.426,,,9
22,22,Pedro de la Rosa,HRT Cosworth,1:45.766,,,8
23,23,Narain Karthikeyan,HRT Cosworth,1:46.382,,,9
