,Position,Driver,Car,Time
4,1,Lewis Hamilton,McLaren Mercedes,1:40.630
2,2,Mark Webber,Red Bull Racing Renault,1:40.978
18,3,Pastor Maldonado,Williams Renault,1:41.226
9,4,Kimi Räikkönen,Lotus Renault,1:41.260
3,5,Jenson Button,McLaren Mercedes,1:41.290
5,6,Fernando Alonso,Ferrari,1:41.582
8,7,Nico Rosberg,Mercedes,1:41.603
6,8,Felipe Massa,Ferrari,1:41.723
10,9,Romain Grosjean,Lotus Renault,1:41.778
12,10,Nico Hulkenberg,Force India Mercedes,1:42.019
15,11,Sergio Perez,Sauber Ferrari,1:42.084
11,12,Paul di Resta,Force India Mercedes,1:42.218
7,13,Michael Schumacher,Mercedes,1:42.289
19,14,Bruno Senna,Williams Renault,1:42.330
14,15,Kamui Kobayashi,Sauber Ferrari,1:42.606
16,16,Daniel Ricciardo,STR Ferrari,1:42.765
17,17,Jean-Eric Vergne,STR Ferrari,1:44.058
20,18,Heikki Kovalainen,Caterham Renault,1:44.956
25,19,Charles Pic,Marussia Cosworth,1:45.089
21,20,Vitaly Petrov,Caterham Renault,1:45.151
24,21,Timo Glock,Marussia Cosworth,1:45.426
22,22,Pedro de la Rosa,HRT Cosworth,1:45.766
23,23,Narain Karthikeyan,HRT Cosworth,1:46.382
