,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:16.360
6,2,Ronnie Peterson,Lotus Ford,1:16.970
1,3,Niki Lauda,Brabham Alfa Romeo,1:17.330
11,4,Carlos Reutemann,Ferrari,1:17.340
12,5,Gilles Villeneuve,Ferrari,1:17.540
26,6,Jacques Laffite,Ligier Matra,1:17.550
7,7,James Hunt,McLaren Ford,1:17.670
2,8,John Watson,Brabham Alfa Romeo,1:17.730
15,9,Jean-Pierre Jabouille,Renault,1:18.280
14,10,Emerson Fittipaldi,Fittipaldi Ford,1:18.300
27,11,Alan  Jones,Williams Ford,1:18.420
4,12,Patrick Depailler,Tyrrell Ford,1:18.430
35,13,Riccardo Patrese,Arrows Ford,1:18.500
8,14,Patrick Tambay,McLaren Ford,1:18.500
20,15,Jody Scheckter,Wolf Ford,1:18.570
22,16,Derek Daly,Ensign Ford,1:19.390
3,17,Didier Pironi,Tyrrell Ford,1:19.590
16,18,Hans-Joachim Stuck,Shadow Ford,1:19.620
33,19,Bruno Giacomelli,McLaren Ford,1:19.830
25,20,Hector Rebaque,Lotus Ford,1:20.020
30,21,Brett Lunger,McLaren Ford,1:20.030
19,22,Vittorio Brambilla,Surtees Ford,1:20.260
31,23,Rene Arnoux,Martini Ford,1:20.310
32,24,Keke Rosberg,Wolf Ford,1:20.470
18,25,Rupert Keegan,Surtees Ford,1:20.520
29,26,Nelson Piquet,McLaren Ford,1:20.640
37,27,Arturo Merzario,Merzario Ford,1:20.640
