,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,75,1:41:04.230,9
6,2,Ronnie Peterson,Lotus Ford,75,+0.320s,6
1,3,Niki Lauda,Brabham Alfa Romeo,75,+12.210s,4
2,4,John Watson,Brabham Alfa Romeo,75,+20.920s,3
14,5,Emerson Fittipaldi,Fittipaldi Ford,75,+21.500s,2
12,6,Gilles Villeneuve,Ferrari,75,+45.950s,1
11,7,Carlos Reutemann,Ferrari,75,+60.500s,0
26,8,Jacques Laffite,Ligier Matra,74,+1 lap,0
8,9,Patrick Tambay,McLaren Ford,74,+1 lap,0
7,10,James Hunt,McLaren Ford,74,+1 lap,0
25,11,Hector Rebaque,Lotus Ford,74,+1 lap,0
20,12,Jody Scheckter,Wolf Ford,73,+2 laps,0
33,NC,Bruno Giacomelli,McLaren Ford,60,DNF,0
16,NC,Hans-Joachim Stuck,Shadow Ford,56,DNF,0
31,NC,Rene Arnoux,Martini Ford,40,DNF,0
37,NC,Arturo Merzario,Merzario Ford,40,DNF,0
19,DQ,Vittorio Brambilla,Surtees Ford,37,DSQ,0
15,NC,Jean-Pierre Jabouille,Renault,35,DNF,0
30,NC,Brett Lunger,McLaren Ford,35,DNF,0
32,NC,Keke Rosberg,Wolf Ford,21,DNF,0
27,NC,Alan  Jones,Williams Ford,17,DNF,0
29,NC,Nelson Piquet,McLaren Ford,16,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,13,DNF,0
22,NC,Derek Daly,Ensign Ford,10,DNF,0
35,NC,Riccardo Patrese,Arrows Ford,0,DNF,0
3,NC,Didier Pironi,Tyrrell Ford,0,DNF,0
