,Position,Driver,Car,Q1,Q2,Q3,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:15.817,1:15.573,1:14.572,16
77,2,Valtteri Bottas,Mercedes,1:16.078,1:15.669,1:14.590,19
44,3,Lewis Hamilton,Mercedes,1:16.068,1:15.548,1:14.769,22
16,4,Charles Leclerc,Ferrari,1:16.337,1:15.792,1:15.043,17
5,5,Sebastian Vettel,Ferrari,1:16.452,1:15.885,1:15.071,18
10,6,Pierre Gasly,Red Bull Racing Honda,1:16.716,1:16.393,1:15.450,19
4,7,Lando Norris,McLaren Renault,1:16.697,1:16.060,1:15.800,18
55,8,Carlos Sainz,McLaren Renault,1:16.493,1:16.308,1:15.852,20
8,9,Romain Grosjean,Haas Ferrari,1:16.978,1:16.319,1:16.013,21
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:16.506,1:16.518,1:16.041,20
27,11,Nico Hulkenberg,Renault,1:16.790,1:16.565,,12
23,12,Alexander Albon,Scuderia Toro Rosso Honda,1:16.912,1:16.687,,14
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:16.750,1:16.692,,14
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:16.894,1:16.804,,14
20,15,Kevin Magnussen,Haas Ferrari,1:16.122,1:17.081,,13
63,16,George Russell,Williams Mercedes,1:17.031,,,9
11,17,Sergio Perez,Racing Point BWT Mercedes,1:17.109,,,6
3,18,Daniel Ricciardo,Renault,1:17.257,,,6
18,19,Lance Stroll,Racing Point BWT Mercedes,1:17.542,,,9
88,20,Robert Kubica,Williams Mercedes,1:18.324,,,9
