,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:17.233,41
33,2,Max Verstappen,Red Bull Racing Honda,+0.165s,28
5,3,Sebastian Vettel,Ferrari,+0.166s,25
10,4,Pierre Gasly,Red Bull Racing Honda,+0.449s,25
20,5,Kevin Magnussen,Haas Ferrari,+0.709s,31
16,6,Charles Leclerc,Ferrari,+0.955s,29
27,7,Nico Hulkenberg,Renault,+1.184s,31
4,8,Lando Norris,McLaren Renault,+1.298s,34
55,9,Carlos Sainz,McLaren Renault,+1.469s,23
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.554s,32
3,11,Daniel Ricciardo,Renault,+1.661s,30
8,12,Romain Grosjean,Haas Ferrari,+1.740s,32
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.749s,33
23,14,Alexander Albon,Scuderia Toro Rosso Honda,+1.990s,28
11,15,Sergio Perez,Racing Point BWT Mercedes,+2.092s,20
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.255s,24
63,17,George Russell,Williams Mercedes,+2.416s,33
18,18,Lance Stroll,Racing Point BWT Mercedes,+2.489s,34
88,19,Robert Kubica,Williams Mercedes,+3.089s,30
77,20,Valtteri Bottas,Mercedes,,2
