,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,69,1:17.103,204.552,16:46:51
44,2,Lewis Hamilton,Mercedes,60,1:18.528,200.840,16:34:34
77,3,Valtteri Bottas,Mercedes,59,1:19.331,198.807,16:34:56
5,4,Sebastian Vettel,Ferrari,65,1:19.786,197.673,16:42:09
16,5,Charles Leclerc,Ferrari,49,1:20.493,195.937,16:20:24
18,6,Lance Stroll,Racing Point BWT Mercedes,52,1:20.603,195.670,16:26:47
23,7,Alexander Albon,Scuderia Toro Rosso Honda,65,1:20.621,195.626,16:43:35
3,8,Daniel Ricciardo,Renault,49,1:20.839,195.098,16:21:52
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,65,1:20.880,195.000,16:42:59
55,10,Carlos Sainz,McLaren Renault,66,1:21.002,194.706,16:44:16
20,11,Kevin Magnussen,Haas Ferrari,67,1:21.008,194.691,16:46:27
10,12,Pierre Gasly,Red Bull Racing Honda,65,1:21.045,194.602,16:42:56
4,13,Lando Norris,McLaren Renault,65,1:21.188,194.260,16:43:05
27,14,Nico Hulkenberg,Renault,59,1:21.650,193.161,16:35:23
11,15,Sergio Perez,Racing Point BWT Mercedes,47,1:21.734,192.962,16:18:50
26,16,Daniil Kvyat,Scuderia Toro Rosso Honda,55,1:21.932,192.496,16:29:50
63,17,George Russell,Williams Mercedes,66,1:22.386,191.435,16:46:07
8,18,Romain Grosjean,Haas Ferrari,46,1:22.809,190.457,16:17:49
99,19,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,64,1:23.134,189.712,16:43:26
88,20,Robert Kubica,Williams Mercedes,42,1:23.436,189.026,16:12:45
