,Position,Driver,Car,Time
33,1,Max Verstappen,Red Bull Racing Honda,1:14.572
77,2,Valtteri Bottas,Mercedes,1:14.590
44,3,Lewis Hamilton,Mercedes,1:14.769
16,4,Charles Leclerc,Ferrari,1:15.043
5,5,Sebastian Vettel,Ferrari,1:15.071
10,6,Pierre Gasly,Red Bull Racing Honda,1:15.450
4,7,Lando Norris,McLaren Renault,1:15.800
55,8,Carlos Sainz,McLaren Renault,1:15.852
8,9,Romain Grosjean,Haas Ferrari,1:16.013
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:16.041
27,11,Nico Hulkenberg,Renault,1:16.565
23,12,Alexander Albon,Scuderia Toro Rosso Honda,1:16.687
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:16.692
20,14,Kevin Magnussen,Haas Ferrari,1:17.081
63,15,George Russell,Williams Mercedes,1:17.031
11,16,Sergio Perez,Racing Point BWT Mercedes,1:17.109
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:16.804
18,18,Lance Stroll,Racing Point BWT Mercedes,1:17.542
88,19,Robert Kubica,Williams Mercedes,1:18.324
3,20,Daniel Ricciardo,Renault,1:17.257
