,Position,Driver,Car,Time / Gap,Laps
10,1,Pierre Gasly,Red Bull Racing Honda,1:17.854,16
33,2,Max Verstappen,Red Bull Racing Honda,+0.055s,12
44,3,Lewis Hamilton,Mercedes,+0.141s,15
77,4,Valtteri Bottas,Mercedes,+0.330s,18
3,5,Daniel Ricciardo,Renault,+0.743s,13
7,6,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+0.828s,25
16,7,Charles Leclerc,Ferrari,+0.998s,21
27,8,Nico Hulkenberg,Renault,+1.038s,14
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.055s,25
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.103s,22
8,11,Romain Grosjean,Haas Ferrari,+1.295s,19
20,12,Kevin Magnussen,Haas Ferrari,+1.324s,21
5,13,Sebastian Vettel,Ferrari,+1.400s,24
55,14,Carlos Sainz,McLaren Renault,+1.544s,22
11,15,Sergio Perez,Racing Point BWT Mercedes,+1.867s,13
18,16,Lance Stroll,Racing Point BWT Mercedes,+1.920s,14
63,17,George Russell,Williams Mercedes,+2.035s,14
4,18,Lando Norris,McLaren Renault,+2.547s,6
88,19,Robert Kubica,Williams Mercedes,+2.585s,15
23,20,Alexander Albon,Scuderia Toro Rosso Honda,,2
