,Position,Driver,Car,Time
20,1,Jim Clark,Lotus Climax,1:28.500
16,2,Jack Brabham,Brabham Repco,1:28.800
4,3,Bruce McLaren,McLaren BRM,1:29.310
2,4,Chris Amon,Ferrari,1:29.350
8,5,Dan Gurney,Eagle Climax,1:29.380
18,6,Denny Hulme,Brabham Repco,1:29.460
34,7,Jackie Stewart,BRM,1:29.600
22,8,Graham Hill,Lotus Climax,1:29.700
14,9,John Surtees,Honda,1:30.300
10,10,Ludovico Scarfiotti,Eagle Climax,1:30.800
30,11,Jochen Rindt,Cooper Maserati,1:31.300
36,12,Mike Spence,BRM,1:32.100
6,13,Jo Siffert,Cooper Maserati,1:32.300
26,14,Jo Bonnier,Cooper Maserati,1:32.500
32,15,Jacky Ickx,Cooper Maserati,1:33.000
38,16,Chris   Irwin,Lotus BRM,1:33.200
24,17,Giancarlo Baghetti,Lotus Climax,1:35.200
12,18,Guy  Ligier ,Cooper Maserati,1:37.300
