,Position,Driver,Car,Time / Gap,Laps
4,1,David Coulthard,McLaren Mercedes,1:11.245,43
3,2,Mika Hakkinen,McLaren Mercedes,+0.027s,42
2,3,Rubens Barrichello,Ferrari,+0.156s,44
5,4,Ralf Schumacher,Williams BMW,+0.310s,45
1,5,Michael Schumacher,Ferrari,+0.402s,32
16,6,Nick Heidfeld,Sauber Petronas,+0.531s,44
11,7,Heinz-Harald Frentzen,Jordan Honda,+0.732s,28
17,8,Kimi Räikkönen,Sauber Petronas,+0.944s,45
9,9,Olivier Panis,BAR Honda,+1.014s,46
10,10,Jacques Villeneuve,BAR Honda,+1.045s,49
6,11,Juan Pablo Montoya,Williams BMW,+1.054s,44
18,12,Eddie Irvine,Jaguar Cosworth,+1.101s,43
12,13,Jarno Trulli,Jordan Honda,+1.310s,45
14,14,Jos Verstappen,Arrows Asiatech,+1.460s,40
19,15,Pedro de la Rosa,Jaguar Cosworth,+1.602s,48
15,16,Enrique Bernoldi,Arrows Asiatech,+1.608s,40
23,17,Luciano Burti,Prost Acer,+1.924s,48
22,18,Jean Alesi,Prost Acer,+2.043s,36
20,19,Tarso Marques,Minardi European,+3.069s,36
21,20,Fernando Alonso,Minardi European,+3.278s,34
7,21,Giancarlo Fisichella,Benetton Renault,+3.588s,37
8,22,Jenson Button,Benetton Renault,+4.325s,20
