,Position,Driver,Car,Lap,Time,Avg Speed
4,1,David Coulthard,McLaren Mercedes,48,1:10.843,219.832
2,2,Rubens Barrichello,Ferrari,68,1:11.009,219.318
1,3,Michael Schumacher,Ferrari,69,1:11.030,219.253
6,4,Juan Pablo Montoya,Williams BMW,40,1:11.140,218.914
17,5,Kimi Räikkönen,Sauber Petronas,70,1:11.284,218.472
16,6,Nick Heidfeld,Sauber Petronas,69,1:11.388,218.154
10,7,Jacques Villeneuve,BAR Honda,70,1:11.718,217.150
18,8,Eddie Irvine,Jaguar Cosworth,69,1:12.088,216.035
9,9,Olivier Panis,BAR Honda,39,1:12.204,215.688
14,10,Jos Verstappen,Arrows Asiatech,36,1:12.423,215.036
23,11,Luciano Burti,Prost Acer,69,1:12.642,214.388
22,12,Jean Alesi,Prost Acer,41,1:13.130,212.957
8,13,Jenson Button,Benetton Renault,38,1:13.498,211.891
15,14,Enrique Bernoldi,Arrows Asiatech,15,1:13.587,211.635
5,15,Ralf Schumacher,Williams BMW,7,1:13.888,210.773
19,16,Pedro de la Rosa,Jaguar Cosworth,35,1:13.978,210.516
12,17,Jarno Trulli,Jordan Honda,12,1:14.082,210.221
21,18,Fernando Alonso,Minardi European,36,1:14.432,209.232
20,19,Tarso Marques,Minardi European,25,1:15.212,207.062
7,20,Giancarlo Fisichella,Benetton Renault,2,1:58.438,131.491
