,Position,Driver,Car,Time
4,1,Tony Brooks,Ferrari,2:05.900
7,2,Stirling Moss,Cooper Climax,2:06.800
6,3,Dan Gurney,Ferrari,2:07.200
1,4,Jack Brabham,Cooper Climax,2:07.400
3,5,Masten Gregory,Cooper Climax,2:07.500
5,6,Phil Hill,Ferrari,2:07.600
9,7,Jo Bonnier,BRM,2:10.300
10,8,Harry Schell,BRM,2:10.300
2,9,Bruce McLaren,Cooper Climax,2:10.400
16,10,Graham Hill,Lotus Climax,2:10.800
11,11,Hans  Herrmann,Cooper Climax,2:11.400
8,12,Maurice  Trintignant,Cooper Climax,2:12.700
15,13,Innes Ireland,Lotus Climax,2:14.600
17,14,Cliff Allison,Ferrari,2:05.800
18,15,Ian Burgess ,Maserati,2:18.900
