,Position,Driver,Car,Time / Gap,Laps
4,1,Kimi Räikkönen,Ferrari,1:35.707,40
3,2,Felipe Massa,Ferrari,+0.125s,38
15,3,Sebastian Vettel,RBR Renault,+0.247s,40
16,4,Nico Rosberg,Williams Toyota,+0.308s,39
14,5,Mark Webber,RBR Renault,+0.319s,36
23,6,Rubens Barrichello,Brawn Mercedes,+0.454s,37
22,7,Jenson Button,Brawn Mercedes,+0.547s,31
17,8,Kazuki Nakajima,Williams Toyota,+0.583s,35
2,9,Heikki Kovalainen,McLaren Mercedes,+0.690s,40
8,10,Nelson Piquet,Renault,+0.694s,35
1,11,Lewis Hamilton,McLaren Mercedes,+0.808s,30
9,12,Jarno Trulli,Toyota,+0.809s,34
12,13,Sebastien Buemi,STR Ferrari,+0.921s,32
10,14,Timo Glock,Toyota,+0.932s,29
7,15,Fernando Alonso,Renault,+0.933s,20
20,16,Adrian Sutil,Force India Mercedes,+1.168s,36
5,17,Robert Kubica,Sauber BMW,+1.560s,38
11,18,Sebastien Bourdais,STR Ferrari,+1.571s,30
21,19,Giancarlo Fisichella,Force India Mercedes,+1.725s,27
6,20,Nick Heidfeld,Sauber BMW,+2.223s,37
