,Position,Driver,Car,Q1,Q2,Q3,Laps
22,1,Jenson Button,Brawn Mercedes,1:35.058,1:33.784,1:35.181,18
9,2,Jarno Trulli,Toyota,1:34.745,1:33.990,1:35.273,20
15,3,Sebastian Vettel,RBR Renault,1:34.935,1:34.276,1:35.518,17
23,4,Rubens Barrichello,Brawn Mercedes,1:34.681,1:34.387,1:35.651,20
10,5,Timo Glock,Toyota,1:34.907,1:34.258,1:35.690,24
16,6,Nico Rosberg,Williams Toyota,1:35.083,1:34.547,1:35.750,21
14,7,Mark Webber,RBR Renault,1:35.027,1:34.222,1:35.797,19
5,8,Robert Kubica,Sauber BMW,1:35.166,1:34.562,1:36.106,19
4,9,Kimi Räikkönen,Ferrari,1:35.476,1:34.456,1:36.170,17
7,10,Fernando Alonso,Renault,1:35.260,1:34.706,1:37.659,15
6,11,Nick Heidfeld,Sauber BMW,1:35.110,1:34.769,,14
17,12,Kazuki Nakajima,Williams Toyota,1:35.341,1:34.788,,13
1,13,Lewis Hamilton,McLaren Mercedes,1:35.280,1:34.905,,13
2,14,Heikki Kovalainen,McLaren Mercedes,1:35.023,1:34.924,,14
11,15,Sebastien Bourdais,STR Ferrari,1:35.507,1:35.431,,16
3,16,Felipe Massa,Ferrari,1:35.642,,,4
8,17,Nelson Piquet,Renault,1:35.708,,,11
21,18,Giancarlo Fisichella,Force India Mercedes,1:35.908,,,8
20,19,Adrian Sutil,Force India Mercedes,1:35.951,,,10
12,20,Sebastien Buemi,STR Ferrari,1:36.107,,,9
