,Position,Driver,Car,Time / Gap,Laps
16,1,Nico Rosberg,Williams Toyota,1:35.940,19
14,2,Mark Webber,RBR Renault,+0.108s,13
3,3,Felipe Massa,Ferrari,+0.149s,13
9,4,Jarno Trulli,Toyota,+0.192s,21
10,5,Timo Glock,Toyota,+0.249s,22
15,6,Sebastian Vettel,RBR Renault,+0.254s,14
4,7,Kimi Räikkönen,Ferrari,+0.382s,14
17,8,Kazuki Nakajima,Williams Toyota,+0.385s,18
23,9,Rubens Barrichello,Brawn Mercedes,+0.579s,19
22,10,Jenson Button,Brawn Mercedes,+0.601s,17
5,11,Robert Kubica,Sauber BMW,+0.623s,18
1,12,Lewis Hamilton,McLaren Mercedes,+0.717s,15
2,13,Heikki Kovalainen,McLaren Mercedes,+0.802s,13
7,14,Fernando Alonso,Renault,+1.064s,16
6,15,Nick Heidfeld,Sauber BMW,+1.086s,18
8,16,Nelson Piquet,Renault,+1.092s,18
20,17,Adrian Sutil,Force India Mercedes,+1.178s,18
12,18,Sebastien Buemi,STR Ferrari,+1.342s,17
11,19,Sebastien Bourdais,STR Ferrari,+1.382s,16
21,20,Giancarlo Fisichella,Force India Mercedes,+1.458s,19
