,Position,Driver,Car,Lap,Time,Avg Speed
22,1,Jenson Button,Brawn Mercedes,18,1:36.641,206.483
23,2,Rubens Barrichello,Brawn Mercedes,17,1:37.484,204.698
9,3,Jarno Trulli,Toyota,12,1:37.591,204.473
16,4,Nico Rosberg,Williams Toyota,13,1:37.598,204.459
14,5,Mark Webber,RBR Renault,14,1:37.672,204.304
15,6,Sebastian Vettel,RBR Renault,10,1:38.427,202.737
4,7,Kimi Räikkönen,Ferrari,17,1:38.453,202.683
12,8,Sebastien Buemi,STR Ferrari,16,1:38.938,201.689
7,9,Fernando Alonso,Renault,17,1:39.006,201.551
6,10,Nick Heidfeld,Sauber BMW,17,1:39.084,201.392
1,11,Lewis Hamilton,McLaren Mercedes,17,1:39.141,201.276
11,12,Sebastien Bourdais,STR Ferrari,17,1:39.242,201.072
3,13,Felipe Massa,Ferrari,17,1:39.250,201.055
8,14,Nelson Piquet,Renault,18,1:39.268,201.019
17,15,Kazuki Nakajima,Williams Toyota,17,1:39.387,200.778
10,16,Timo Glock,Toyota,18,1:39.406,200.740
21,17,Giancarlo Fisichella,Force India Mercedes,16,1:39.407,200.738
20,18,Adrian Sutil,Force India Mercedes,17,1:39.464,200.623
