,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:11.295,19
44,2,Lewis Hamilton,Mercedes,+0.140s,32
14,3,Fernando Alonso,Ferrari,+0.311s,23
19,4,Felipe Massa,Williams Mercedes,+0.461s,27
22,5,Jenson Button,McLaren Mercedes,+0.544s,33
11,6,Sergio Perez,Force India Mercedes,+0.714s,33
27,7,Nico Hulkenberg,Force India Mercedes,+0.777s,20
77,8,Valtteri Bottas,Williams Mercedes,+0.819s,21
20,9,Kevin Magnussen,McLaren Mercedes,+1.018s,36
25,10,Jean-Eric Vergne,STR Renault,+1.069s,30
7,11,Kimi Räikkönen,Ferrari,+1.070s,21
26,12,Daniil Kvyat,STR Renault,+1.077s,35
3,13,Daniel Ricciardo,Red Bull Racing Renault,+1.275s,28
21,14,Esteban Gutierrez ,Sauber Ferrari,+1.689s,29
1,15,Sebastian Vettel,Red Bull Racing Renault,+1.693s,25
8,16,Romain Grosjean,Lotus Renault,+1.873s,28
13,17,Pastor Maldonado,Lotus Renault,+2.347s,27
17,18,Jules Bianchi,Marussia Ferrari,+2.443s,26
4,19,Max Chilton,Marussia Ferrari,+2.562s,28
10,20,Kamui Kobayashi,Caterham Renault,+3.316s,24
99,21,Adrian Sutil,Sauber Ferrari,+3.396s,9
9,22,Marcus Ericsson,Caterham Renault,+6.206s,8
