,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
11,1,Sergio Perez,Force India Mercedes,59,1:12.142,215.874,15:16:50
44,2,Lewis Hamilton,Mercedes,41,1:12.217,215.650,14:54:26
77,3,Valtteri Bottas,Williams Mercedes,63,1:12.581,214.568,15:21:19
19,4,Felipe Massa,Williams Mercedes,63,1:12.586,214.553,15:21:23
14,5,Fernando Alonso,Ferrari,58,1:12.595,214.527,15:15:20
6,6,Nico Rosberg,Mercedes,50,1:12.598,214.518,15:05:21
20,7,Kevin Magnussen,McLaren Mercedes,53,1:12.746,214.081,15:09:28
22,8,Jenson Button,McLaren Mercedes,60,1:12.858,213.752,15:18:18
7,9,Kimi Räikkönen,Ferrari,55,1:12.884,213.676,15:12:07
3,10,Daniel Ricciardo,Red Bull Racing Renault,55,1:13.060,213.161,15:12:02
27,11,Nico Hulkenberg,Force India Mercedes,60,1:13.156,212.882,15:18:08
13,12,Pastor Maldonado,Lotus Renault,64,1:13.187,212.791,15:23:43
25,13,Jean-Eric Vergne,STR Renault,55,1:13.317,212.414,15:12:39
99,14,Adrian Sutil,Sauber Ferrari,59,1:13.709,211.284,15:17:55
8,15,Romain Grosjean,Lotus Renault,42,1:13.953,210.587,14:56:46
21,16,Esteban Gutierrez ,Sauber Ferrari,53,1:14.036,210.351,15:11:37
1,17,Sebastian Vettel,Red Bull Racing Renault,30,1:14.254,209.734,14:42:54
26,18,Daniil Kvyat,STR Renault,23,1:14.332,209.514,14:32:17
17,19,Jules Bianchi,Marussia Ferrari,65,1:14.476,209.108,15:25:56
9,20,Marcus Ericsson,Caterham Renault,33,1:14.672,208.560,14:45:42
4,21,Max Chilton,Marussia Ferrari,40,1:14.847,208.072,14:54:56
10,22,Kamui Kobayashi,Caterham Renault,40,1:15.274,206.892,14:54:20
