,Position,Driver,Car,Time
19,1,Felipe Massa,Williams Mercedes,1:08.759
77,2,Valtteri Bottas,Williams Mercedes,1:08.846
6,3,Nico Rosberg,Mercedes,1:08.944
14,4,Fernando Alonso,Ferrari,1:09.285
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:09.466
20,6,Kevin Magnussen,McLaren Mercedes,1:09.515
26,7,Daniil Kvyat,STR Renault,1:09.619
7,8,Kimi Räikkönen,Ferrari,1:10.795
44,9,Lewis Hamilton,Mercedes,
27,10,Nico Hulkenberg,Force India Mercedes,
22,11,Jenson Button,McLaren Mercedes,1:09.780
1,12,Sebastian Vettel,Red Bull Racing Renault,1:09.801
13,13,Pastor Maldonado,Lotus Renault,1:09.939
25,14,Jean-Eric Vergne,STR Renault,1:10.073
11,15,Sergio Perez,Force India Mercedes,1:09.754
99,16,Adrian Sutil,Sauber Ferrari,1:10.825
21,17,Esteban Gutierrez ,Sauber Ferrari,1:11.349
17,18,Jules Bianchi,Marussia Ferrari,1:11.412
10,19,Kamui Kobayashi,Caterham Renault,1:11.673
9,20,Marcus Ericsson,Caterham Renault,1:12.673
4,21,Max Chilton,Marussia Ferrari,1:11.775
