,Position,Driver,Car,Q1,Q2,Q3,Laps
19,1,Felipe Massa,Williams Mercedes,1:10.292,1:09.239,1:08.759,19
77,2,Valtteri Bottas,Williams Mercedes,1:10.356,1:09.096,1:08.846,19
6,3,Nico Rosberg,Mercedes,1:09.695,1:08.974,1:08.944,17
14,4,Fernando Alonso,Ferrari,1:10.405,1:09.479,1:09.285,25
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:10.395,1:09.638,1:09.466,22
20,6,Kevin Magnussen,McLaren Mercedes,1:10.081,1:09.473,1:09.515,29
26,7,Daniil Kvyat,STR Renault,1:09.678,1:09.490,1:09.619,21
7,8,Kimi Räikkönen,Ferrari,1:10.285,1:09.657,1:10.795,23
44,9,Lewis Hamilton,Mercedes,1:09.514,1:09.092,DNF,15
27,10,Nico Hulkenberg,Force India Mercedes,1:10.389,1:09.624,DNF,23
11,11,Sergio Perez,Force India Mercedes,1:10.124,1:09.754,,18
22,12,Jenson Button,McLaren Mercedes,1:10.252,1:09.780,,22
1,13,Sebastian Vettel,Red Bull Racing Renault,1:10.630,1:09.801,,15
13,14,Pastor Maldonado,Lotus Renault,1:10.821,1:09.939,,18
25,15,Jean-Eric Vergne,STR Renault,1:10.161,1:10.073,,19
8,16,Romain Grosjean,Lotus Renault,1:10.461,1:10.642,,21
99,17,Adrian Sutil,Sauber Ferrari,1:10.825,,,10
21,18,Esteban Gutierrez ,Sauber Ferrari,1:11.349,,,10
17,19,Jules Bianchi,Marussia Ferrari,1:11.412,,,9
10,20,Kamui Kobayashi,Caterham Renault,1:11.673,,,10
4,21,Max Chilton,Marussia Ferrari,1:11.775,,,10
9,22,Marcus Ericsson,Caterham Renault,1:12.673,,,11
