,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,71,1:27:54.976,25
44,2,Lewis Hamilton,Mercedes,71,+1.932s,18
77,3,Valtteri Bottas,Williams Mercedes,71,+8.172s,15
19,4,Felipe Massa,Williams Mercedes,71,+17.358s,12
14,5,Fernando Alonso,Ferrari,71,+18.553s,10
11,6,Sergio Perez,Force India Mercedes,71,+28.546s,8
20,7,Kevin Magnussen,McLaren Mercedes,71,+32.031s,6
3,8,Daniel Ricciardo,Red Bull Racing Renault,71,+43.522s,4
27,9,Nico Hulkenberg,Force India Mercedes,71,+44.137s,2
7,10,Kimi Räikkönen,Ferrari,71,+47.777s,1
22,11,Jenson Button,McLaren Mercedes,71,+50.966s,0
13,12,Pastor Maldonado,Lotus Renault,70,+1 lap,0
99,13,Adrian Sutil,Sauber Ferrari,70,+1 lap,0
8,14,Romain Grosjean,Lotus Renault,70,+1 lap,0
17,15,Jules Bianchi,Marussia Ferrari,69,+2 laps,0
10,16,Kamui Kobayashi,Caterham Renault,69,+2 laps,0
4,17,Max Chilton,Marussia Ferrari,69,+2 laps,0
9,18,Marcus Ericsson,Caterham Renault,69,+2 laps,0
21,19,Esteban Gutierrez ,Sauber Ferrari,69,+2 laps,0
25,NC,Jean-Eric Vergne,STR Renault,59,DNF,0
1,NC,Sebastian Vettel,Red Bull Racing Renault,34,DNF,0
26,NC,Daniil Kvyat,STR Renault,24,DNF,0
