,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:09.542,37
6,2,Nico Rosberg,Mercedes,+0.377s,50
14,3,Fernando Alonso,Ferrari,+0.928s,40
77,4,Valtteri Bottas,Williams Mercedes,+0.977s,44
19,5,Felipe Massa,Williams Mercedes,+0.979s,39
1,6,Sebastian Vettel,Red Bull Racing Renault,+1.265s,39
22,7,Jenson Button,McLaren Mercedes,+1.271s,44
3,8,Daniel Ricciardo,Red Bull Racing Renault,+1.378s,36
20,9,Kevin Magnussen,McLaren Mercedes,+1.394s,45
25,10,Jean-Eric Vergne,STR Renault,+1.430s,39
7,11,Kimi Räikkönen,Ferrari,+1.432s,45
26,12,Daniil Kvyat,STR Renault,+1.719s,45
11,13,Sergio Perez,Force India Mercedes,+1.754s,36
21,14,Esteban Gutierrez ,Sauber Ferrari,+1.949s,42
13,15,Pastor Maldonado,Lotus Renault,+2.223s,30
99,16,Adrian Sutil,Sauber Ferrari,+2.264s,42
27,17,Nico Hulkenberg,Force India Mercedes,+2.393s,39
4,18,Max Chilton,Marussia Ferrari,+2.687s,43
8,19,Romain Grosjean,Lotus Renault,+2.720s,46
17,20,Jules Bianchi,Marussia Ferrari,+2.737s,36
10,21,Kamui Kobayashi,Caterham Renault,+3.395s,24
9,22,Marcus Ericsson,Caterham Renault,+4.054s,48
