,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:12.852,1:12.149,1:11.767,19
33,2,Max Verstappen,Red Bull Racing Honda,1:12.593,1:12.427,1:12.113,17
77,3,Valtteri Bottas,Mercedes,1:13.075,1:12.424,1:12.129,19
10,4,Pierre Gasly,Red Bull Racing Honda,1:12.991,1:12.385,1:12.522,15
7,5,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:13.066,1:12.519,1:12.538,18
8,6,Romain Grosjean,Haas Ferrari,1:13.146,1:12.769,1:12.851,20
55,7,Carlos Sainz,McLaren Renault,1:13.221,1:12.632,1:12.897,21
11,8,Sergio Perez,Racing Point BWT Mercedes,1:13.194,1:12.776,1:13.065,15
27,9,Nico Hulkenberg,Renault,1:13.186,1:12.766,1:13.126,15
16,10,Charles Leclerc,Ferrari,1:12.229,1:12.344,,9
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:13.170,1:12.786,,15
20,12,Kevin Magnussen,Haas Ferrari,1:13.103,1:12.789,,11
3,13,Daniel Ricciardo,Renault,1:13.131,1:12.799,,12
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,1:13.278,1:13.135,,15
18,15,Lance Stroll,Racing Point BWT Mercedes,1:13.256,1:13.450,,15
4,16,Lando Norris,McLaren Renault,1:13.333,,,9
23,17,Alexander Albon,Scuderia Toro Rosso Honda,1:13.461,,,9
63,18,George Russell,Williams Mercedes,1:14.721,,,11
88,19,Robert Kubica,Williams Mercedes,1:14.839,,,11
5,NC,Sebastian Vettel,Ferrari,DNS,,,1
