,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:12.380,18
33,2,Max Verstappen,Red Bull Racing Honda,+0.168s,12
5,3,Sebastian Vettel,Ferrari,+0.264s,18
77,4,Valtteri Bottas,Mercedes,+0.510s,24
20,5,Kevin Magnussen,Haas Ferrari,+0.513s,13
44,6,Lewis Hamilton,Mercedes,+0.585s,22
55,7,Carlos Sainz,McLaren Renault,+0.920s,18
10,8,Pierre Gasly,Red Bull Racing Honda,+0.944s,17
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+0.971s,18
8,10,Romain Grosjean,Haas Ferrari,+0.998s,15
11,11,Sergio Perez,Racing Point BWT Mercedes,+1.096s,15
27,12,Nico Hulkenberg,Renault,+1.116s,19
23,13,Alexander Albon,Scuderia Toro Rosso Honda,+1.174s,24
4,14,Lando Norris,McLaren Renault,+1.176s,15
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.291s,16
18,16,Lance Stroll,Racing Point BWT Mercedes,+1.292s,15
26,17,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.387s,21
3,18,Daniel Ricciardo,Renault,+1.436s,20
88,19,Robert Kubica,Williams Mercedes,+3.160s,20
63,20,George Russell,Williams Mercedes,+3.444s,11
