,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:11.767
33,2,Max Verstappen,Red Bull Racing Honda,1:12.113
77,3,Valtteri Bottas,Mercedes,1:12.129
10,4,Pierre Gasly,Red Bull Racing Honda,1:12.522
7,5,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:12.538
8,6,Romain Grosjean,Haas Ferrari,1:12.851
55,7,Carlos Sainz,McLaren Renault,1:12.897
11,8,Sergio Perez,Racing Point BWT Mercedes,1:13.065
27,9,Nico Hulkenberg,Renault,1:13.126
16,10,Charles Leclerc,Ferrari,
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:12.786
20,12,Kevin Magnussen,Haas Ferrari,1:12.789
3,13,Daniel Ricciardo,Renault,1:12.799
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,1:13.135
18,15,Lance Stroll,Racing Point BWT Mercedes,1:13.450
23,16,Alexander Albon,Scuderia Toro Rosso Honda,1:13.461
63,17,George Russell,Williams Mercedes,1:14.721
88,18,Robert Kubica,Williams Mercedes,1:14.839
4,19,Lando Norris,McLaren Renault,1:13.333
5,20,Sebastian Vettel,Ferrari,
