,Position,Driver,Car,Time
8,1,Mika Hakkinen,McLaren Mercedes,1:16.973
7,2,David Coulthard,McLaren Mercedes,1:17.131
3,3,Michael Schumacher,Ferrari,1:17.366
9,4,Damon Hill,Jordan Mugen Honda,1:18.214
4,5,Eddie Irvine,Ferrari,1:18.325
1,6,Jacques Villeneuve,Williams Mecachrome,1:18.337
2,7,Heinz-Harald Frentzen,Williams Mecachrome,1:19.029
5,8,Giancarlo Fisichella,Benetton Playlife,1:19.050
6,9,Alexander Wurz,Benetton Playlife,1:19.063
10,10,Ralf Schumacher,Jordan Mugen Honda,1:19.171
14,11,Jean Alesi,Sauber Petronas,1:19.210
16,12,Pedro Diniz,Arrows,1:19.706
17,13,Mika Salo,Arrows,1:19.712
18,14,Rubens Barrichello,Stewart Ford,1:19.876
15,15,Johnny Herbert,Sauber Petronas,1:19.878
12,16,Jarno Trulli,Prost Peugeot,1:20.042
19,17,Jos Verstappen,Stewart Ford,1:20.198
21,18,Toranosuke Takagi,Tyrrell Ford,1:20.354
22,19,Shinji Nakano,Minardi Ford,1:20.635
11,20,Olivier Panis,Prost Peugeot,1:20.663
23,21,Esteban Tuero,Minardi Ford,1:21.725
