,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,77,1:45:25.550,10
7,2,David Coulthard,McLaren Mercedes,77,+9.433s,6
1,3,Jacques Villeneuve,Williams Mecachrome,77,+44.444s,4
9,4,Damon Hill,Jordan Mugen Honda,77,+55.075s,3
2,5,Heinz-Harald Frentzen,Williams Mecachrome,77,+56.510s,2
8,6,Mika Hakkinen,McLaren Mercedes,76,+1 lap,1
14,7,Jean Alesi,Sauber Petronas,76,+1 lap,0
5,8,Giancarlo Fisichella,Benetton Playlife,76,+1 lap,0
10,9,Ralf Schumacher,Jordan Mugen Honda,76,+1 lap,0
15,10,Johnny Herbert,Sauber Petronas,76,+1 lap,0
16,11,Pedro Diniz,Arrows,74,+3 laps,0
11,12,Olivier Panis,Prost Peugeot,74,+3 laps,0
19,13,Jos Verstappen,Stewart Ford,74,+3 laps,0
21,14,Toranosuke Takagi,Tyrrell Ford,74,+3 laps,0
22,15,Shinji Nakano,Minardi Ford,74,+3 laps,0
6,16,Alexander Wurz,Benetton Playlife,69,DNF,0
18,NC,Rubens Barrichello,Stewart Ford,54,DNF,0
12,NC,Jarno Trulli,Prost Peugeot,28,DNF,0
17,NC,Mika Salo,Arrows,18,DNF,0
4,NC,Eddie Irvine,Ferrari,13,DNF,0
23,NC,Esteban Tuero,Minardi Ford,13,DNF,0
