,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:13.447
77,2,Valtteri Bottas,Mercedes,1:13.554
18,3,Lance Stroll,Racing Point BWT Mercedes,1:14.377
11,4,Sergio Perez,Racing Point BWT Mercedes,1:14.545
5,5,Sebastian Vettel,Ferrari,1:14.774
16,6,Charles Leclerc,Ferrari,1:14.817
33,7,Max Verstappen,Red Bull Racing Honda,1:14.849
4,8,Lando Norris,McLaren Renault,1:14.966
55,9,Carlos Sainz,McLaren Renault,1:15.027
10,10,Pierre Gasly,AlphaTauri Honda,
3,11,Daniel Ricciardo,Renault,1:15.661
63,12,George Russell,Williams Mercedes,1:15.698
23,13,Alexander Albon,Red Bull Racing Honda,1:15.715
31,14,Esteban Ocon,Renault,1:15.742
6,15,Nicholas Latifi,Williams Mercedes,1:16.544
20,16,Kevin Magnussen,Haas Ferrari,1:16.152
26,17,Daniil Kvyat,AlphaTauri Honda,1:16.204
8,18,Romain Grosjean,Haas Ferrari,1:16.407
99,19,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:16.506
7,20,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:16.614
