,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,70,1:16.627,205.823,16:49:09
77,2,Valtteri Bottas,Mercedes,66,1:17.665,203.072,16:44:03
18,3,Lance Stroll,Racing Point BWT Mercedes,68,1:18.973,199.708,16:47:27
33,4,Max Verstappen,Red Bull Racing Honda,60,1:19.184,199.176,16:36:03
23,5,Alexander Albon,Red Bull Racing Honda,68,1:19.440,198.534,16:47:47
55,6,Carlos Sainz,McLaren Renault,67,1:19.457,198.492,16:46:52
3,7,Daniel Ricciardo,Renault,46,1:19.532,198.305,16:18:25
4,8,Lando Norris,McLaren Renault,42,1:19.945,197.280,16:13:20
63,9,George Russell,Williams Mercedes,67,1:19.984,197.184,16:47:44
11,10,Sergio Perez,Racing Point BWT Mercedes,39,1:20.090,196.923,16:08:54
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:20.096,196.908,16:16:46
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,61,1:20.232,196.574,16:39:17
31,13,Esteban Ocon,Renault,40,1:20.261,196.503,16:10:35
5,14,Sebastian Vettel,Ferrari,49,1:20.363,196.254,16:22:13
20,15,Kevin Magnussen,Haas Ferrari,68,1:20.477,195.976,16:48:08
16,16,Charles Leclerc,Ferrari,64,1:20.821,195.142,16:43:00
8,17,Romain Grosjean,Haas Ferrari,67,1:20.889,194.978,16:47:19
26,18,Daniil Kvyat,AlphaTauri Honda,51,1:20.946,194.841,16:25:22
6,19,Nicholas Latifi,Williams Mercedes,64,1:21.198,194.236,16:48:38
10,20,Pierre Gasly,AlphaTauri Honda,10,1:23.939,187.893,15:28:33
