,Position,Driver,Car,Laps,Time,Points
10,1,Graham Hill,Lotus Ford,65,1:56:43.950,9
2,2,Bruce McLaren,McLaren Ford,65,+79.320s,6
11,3,Jackie Oliver,Lotus Ford,65,+100.650s,4
8,4,Pedro Rodriguez,BRM,65,+101.090s,3
17,5,Jo Bonnier,Honda,64,+1 lap,2
16,6,Jo Siffert,Lotus Ford,64,+1 lap,1
15,7,Jackie Stewart,Matra Ford,64,+1 lap,0
18,8,Vic  Elford ,Cooper BRM,63,+2 laps,0
9,9,Henri Pescarolo,Matra,62,+3 laps,0
3,10,Jack Brabham,Brabham Repco,59,DNF,0
23,NC,Johnny  Servoz-Gavin ,Matra Ford,57,DNF,0
14,NC,Dan Gurney,McLaren Ford,28,DNF,0
22,NC,Piers   Courage,BRM,25,DNF,0
19,NC,Lucien Bianchi,Cooper BRM,21,DNF,0
5,NC,John Surtees,Honda,17,DNF,0
6,NC,Chris Amon,Ferrari,16,DNF,0
12,NC,Moises Solana,Lotus Ford,14,DNF,0
21,NC,Jean-Pierre Beltoise,Matra,10,DNF,0
1,NC,Denny Hulme,McLaren Ford,10,DNF,0
7,NC,Jacky Ickx,Ferrari,3,DNF,0
4,NC,Jochen Rindt,Brabham Repco,2,DNF,0
