,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Fernando Alonso,Renault,21,1:21.599,226.811
5,2,Michael Schumacher,Ferrari,53,1:21.934,225.884
2,3,Giancarlo Fisichella,Renault,42,1:22.238,225.049
6,4,Felipe Massa,Ferrari,43,1:22.371,224.685
3,5,Kimi Räikkönen,McLaren Mercedes,15,1:22.461,224.440
16,6,Nick Heidfeld,Sauber BMW,43,1:22.706,223.775
8,7,Jarno Trulli,Toyota,19,1:22.744,223.673
4,8,Juan Pablo Montoya,McLaren Mercedes,38,1:22.780,223.575
10,9,Nico Rosberg,Williams Cosworth,47,1:22.916,223.209
17,10,Jacques Villeneuve,Sauber BMW,46,1:22.921,223.195
11,11,Rubens Barrichello,Honda,38,1:23.224,222.382
15,12,Christian Klien,RBR Ferrari,30,1:23.712,221.086
19,13,Christijan Albers,MF1 Toyota,27,1:23.977,220.388
14,14,David Coulthard,RBR Ferrari,42,1:23.995,220.341
20,15,Vitantonio Liuzzi,STR Cosworth,25,1:24.221,219.750
18,16,Tiago Monteiro,MF1 Toyota,25,1:24.636,218.672
12,17,Jenson Button,Honda,8,1:25.207,217.207
22,18,Takuma Sato,Super Aguri Honda,23,1:26.520,213.911
23,19,Franck Montagny,Super Aguri Honda,26,1:27.167,212.323
