,Position,Driver,Car,Time
1,1,Fernando Alonso,Renault,1:20.253
3,2,Kimi Räikkönen,McLaren Mercedes,1:20.397
5,3,Michael Schumacher,Ferrari,1:20.574
6,4,Felipe Massa,Ferrari,1:20.764
2,5,Giancarlo Fisichella,Renault,1:20.919
11,6,Rubens Barrichello,Honda,1:20.943
7,7,Ralf Schumacher,Toyota,1:21.073
4,8,Juan Pablo Montoya,McLaren Mercedes,1:21.107
16,9,Nick Heidfeld,Sauber BMW,1:21.329
17,10,Jacques Villeneuve,Sauber BMW,1:21.599
14,11,David Coulthard,RBR Ferrari,1:21.442
10,12,Nico Rosberg,Williams Cosworth,1:21.567
20,13,Vitantonio Liuzzi,STR Cosworth,1:21.699
15,14,Christian Klien,RBR Ferrari,1:21.990
21,15,Scott Speed,STR Cosworth,1:22.076
18,16,Tiago Monteiro,MF1 Toyota,1:22.207
9,17,Mark Webber,Williams Cosworth,1:23.129
19,18,Christijan Albers,MF1 Toyota,1:23.210
12,19,Jenson Button,Honda,1:23.247
23,20,Franck Montagny,Super Aguri Honda,1:26.316
22,21,Takuma Sato,Super Aguri Honda,1:26.158
8,22,Jarno Trulli,Toyota,
