,Position,Driver,Car,Time / Gap,Laps
38,1,Robert Kubica,Sauber BMW,1:21.082,29
2,2,Giancarlo Fisichella,Renault,+1.212s,3
35,3,Alexander Wurz,Williams Cosworth,+1.218s,30
36,4,Anthony Davidson,Honda,+1.228s,34
8,5,Jarno Trulli,Toyota,+1.355s,17
6,6,Felipe Massa,Ferrari,+1.394s,19
1,7,Fernando Alonso,Renault,+1.521s,13
5,8,Michael Schumacher,Ferrari,+1.743s,14
9,9,Mark Webber,Williams Cosworth,+2.017s,15
11,10,Rubens Barrichello,Honda,+2.022s,17
7,11,Ralf Schumacher,Toyota,+2.032s,22
37,12,Robert Doornbos,RBR Ferrari,+2.058s,25
18,13,Tiago Monteiro,MF1 Toyota,+2.112s,23
4,14,Juan Pablo Montoya,McLaren Mercedes,+2.117s,10
19,15,Christijan Albers,MF1 Toyota,+2.417s,14
39,16,Giorgio Mondini,MF1 Toyota,+2.447s,25
12,17,Jenson Button,Honda,+2.625s,18
17,18,Jacques Villeneuve,Sauber BMW,+2.668s,13
10,19,Nico Rosberg,Williams Cosworth,+2.734s,16
16,20,Nick Heidfeld,Sauber BMW,+2.813s,14
3,21,Kimi Räikkönen,McLaren Mercedes,+2.833s,4
20,22,Vitantonio Liuzzi,STR Cosworth,+2.930s,19
15,23,Christian Klien,RBR Ferrari,+3.076s,12
21,24,Scott Speed,STR Cosworth,+3.085s,19
14,25,David Coulthard,RBR Ferrari,+3.310s,13
40,26,Neel Jani,STR Cosworth,+3.584s,22
22,27,Takuma Sato,Super Aguri Honda,+4.788s,26
23,28,Franck Montagny,Super Aguri Honda,+5.166s,22
41,29,Sakon Yamamoto,Super Aguri Honda,+6.826s,27
