,Position,Driver,Car,Laps,Time,Points
1,1,Fernando Alonso,Renault,60,1:25:51.927,10
5,2,Michael Schumacher,Ferrari,60,+13.951s,8
3,3,Kimi Räikkönen,McLaren Mercedes,60,+18.672s,6
2,4,Giancarlo Fisichella,Renault,60,+19.976s,5
6,5,Felipe Massa,Ferrari,60,+31.559s,4
4,6,Juan Pablo Montoya,McLaren Mercedes,60,+64.769s,3
16,7,Nick Heidfeld,Sauber BMW,60,+71.594s,2
17,8,Jacques Villeneuve,Sauber BMW,60,+78.299s,1
10,9,Nico Rosberg,Williams Cosworth,60,+79.008s,0
11,10,Rubens Barrichello,Honda,59,+1 lap,0
8,11,Jarno Trulli,Toyota,59,+1 lap,0
14,12,David Coulthard,RBR Ferrari,59,+1 lap,0
20,13,Vitantonio Liuzzi,STR Cosworth,59,+1 lap,0
15,14,Christian Klien,RBR Ferrari,59,+1 lap,0
19,15,Christijan Albers,MF1 Toyota,59,+1 lap,0
18,16,Tiago Monteiro,MF1 Toyota,58,+2 laps,0
22,17,Takuma Sato,Super Aguri Honda,57,+3 laps,0
23,18,Franck Montagny,Super Aguri Honda,57,+3 laps,0
12,NC,Jenson Button,Honda,8,DNF,0
21,NC,Scott Speed,STR Cosworth,1,DNF,0
7,NC,Ralf Schumacher,Toyota,0,DNF,0
9,NC,Mark Webber,Williams Cosworth,0,DNF,0
