,Position,Driver,Car,Time
11,1,James Hunt,McLaren Ford,7:06.500
1,2,Niki Lauda,Ferrari,7:07.400
4,3,Patrick Depailler,Tyrrell Ford,7:08.800
34,4,Hans-Joachim Stuck,March Ford,7:09.100
2,5,Clay Regazzoni,Ferrari,7:09.300
26,6,Jacques Laffite,Ligier Matra,7:11.300
8,7,Carlos Pace,Brabham Alfa Romeo,7:12.000
3,8,Jody Scheckter,Tyrrell Ford,7:12.200
12,9,Jochen Mass,McLaren Ford,7:13.000
7,10,Carlos Reutemann,Brabham Alfa Romeo,7:14.900
10,11,Ronnie Peterson,March Ford,7:14.900
5,12,Mario Andretti,Lotus Ford,7:16.100
9,13,Vittorio Brambilla,March Ford,7:17.700
19,14,Alan  Jones,Surtees Ford,7:19.900
77,15,Rolf Stommelen,Brabham Alfa Romeo,7:21.600
6,16,Gunnar Nilsson,Lotus Ford,7:23.000
22,17,Chris Amon,Ensign Ford,7:23.100
16,18,Tom Pryce,Shadow Ford,7:23.300
28,19,John Watson,Penske Ford,7:23.500
30,20,Emerson Fittipaldi,Fittipaldi Ford,7:28.000
20,21,Arturo Merzario,Wolf-Williams,7:28.800
24,22,Harald Ertl,Hesketh Ford,7:30.000
17,23,Jean-Pierre Jarier,Shadow Ford,7:30.900
18,24,Brett Lunger,Surtees Ford,7:32.700
25,25,Guy Edwards,Hesketh Ford,7:38.600
40,26,Alessandro Pesenti-Rossi,Tyrrell Ford,7:48.500
