,Position,Driver,Car,Time
6,1,Jim Clark,Lotus Climax,3:18.300
12,2,Jackie Stewart,BRM,3:18.800
4,3,Lorenzo Bandini,Ferrari,3:19.100
2,4,John Surtees,Ferrari,3:19.100
14,5,Dan Gurney,Brabham Climax,3:19.800
16,6,Denny Hulme,Brabham Climax,3:20.500
26,7,Richie Ginther,Honda,3:21.400
24,8,Chris Amon,Lotus BRM,3:23.000
18,9,Bruce McLaren,Cooper Climax,3:23.200
8,10,Mike Spence,Lotus Climax,3:23.400
34,11,Jo Bonnier,Brabham Climax,3:23.400
20,12,Jochen Rindt,Cooper Climax,3:23.600
10,13,Graham Hill,BRM,3:23.700
36,14,Jo Siffert,Brabham Climax,3:25.200
30,15,Bob Anderson,Lotus Climax,3:26.000
28,16,Ronnie Bucknum,Honda,3:26.300
22,17,Innes Ireland,Lotus BRM,3:30.500
