,Position,Driver,Car,Laps,Time,Points
6,1,Jim Clark,Lotus Climax,40,2:14:38.400,9
12,2,Jackie Stewart,BRM,40,+26.300s,6
2,3,John Surtees,Ferrari,40,+153.500s,4
16,4,Denny Hulme,Brabham Climax,40,+173.100s,3
10,5,Graham Hill,BRM,39,+1 lap,2
36,6,Jo Siffert,Brabham BRM,39,+1 lap,1
8,7,Mike Spence,Lotus Climax,39,+1 lap,0
4,8,Lorenzo Bandini,Ferrari,36,DNF,0
30,9,Bob Anderson,Brabham Climax,34,DNF,0
18,NC,Bruce McLaren,Cooper Climax,23,DNF,0
34,NC,Jo Bonnier,Brabham Climax,21,DNF,0
24,NC,Chris Amon,Lotus BRM,20,DNF,0
22,NC,Innes Ireland,Lotus BRM,18,DNF,0
14,NC,Dan Gurney,Brabham Climax,16,DNF,0
26,NC,Richie Ginther,Honda,9,DNF,0
28,NC,Ronnie Bucknum,Honda,4,DNF,0
20,NC,Jochen Rindt,Cooper Climax,3,DNF,0
