,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:18.700
26,2,Jacques Laffite,Ligier Matra,1:19.420
11,3,Niki Lauda,Ferrari,1:19.480
12,4,Carlos Reutemann,Ferrari,1:19.520
20,5,Jody Scheckter,Wolf Ford,1:19.570
7,6,John Watson,Brabham Alfa Romeo,1:19.870
1,7,James Hunt,McLaren Ford,1:20.110
22,8,Clay Regazzoni,Ensign Ford,1:20.130
2,9,Jochen Mass,McLaren Ford,1:20.140
4,10,Patrick Depailler,Tyrrell Ford,1:20.160
19,11,Vittorio Brambilla,Surtees Ford,1:20.260
6,12,Gunnar Nilsson,Lotus Ford,1:20.380
8,13,Hans-Joachim Stuck,Brabham Alfa Romeo,1:20.550
17,14,Alan  Jones,Shadow Ford,1:20.740
3,15,Ronnie Peterson,Tyrrell Ford,1:20.960
24,16,Rupert Keegan,Hesketh Ford,1:21.030
10,17,Ian Scheckter,March Ford,1:21.050
25,18,Harald Ertl,Hesketh Ford,1:21.160
28,19,Emerson Fittipaldi,Fittipaldi Ford,1:21.560
18,20,Hans Binder,Surtees Ford,1:21.730
37,21,Arturo Merzario,March Ford,1:21.820
27,22,Patrick Neve,,1:21.920
36,23,Emilio de Villota,McLaren Ford,1:21.970
16,24,Renzo Zorzi,Shadow Ford,1:22.090
30,25,Brett Lunger,McLaren Ford,1:22.240
