,Position,Driver,Car,Time
4,1,Alberto Ascari,Ferrari,2:02.700
50,2,Juan Manuel Fangio,Maserati,2:03.200
6,3,Nino Farina,Ferrari,2:03.900
54,4,Onofre Marimon,Maserati,2:04.100
2,5,Luigi  Villoresi,Ferrari,2:04.600
8,6,Mike Hawthorn,Ferrari,2:04.900
52,7,Felice  Bonetto,Maserati,2:05.100
36,8,Maurice  Trintignant,Gordini,2:05.700
58,9,Toulo de Graffenried,Maserati,2:05.900
28,10,Stirling Moss,Cooper Alta,2:06.600
10,11,Umberto  Maglioli,Ferrari,2:06.900
56,12,Sergio Mantovani,Maserati,2:07.500
34,13,Elie Bayol,OSCA,2:07.800
22,14,Roy Salvadori,Connaught Lea Francis,2:08.000
38,15,Harry Schell,Gordini,2:08.000
40,16,Roberto Mieres,Gordini,2:08.700
64,17,Louis  Rosier,Ferrari,2:09.300
24,18,Kenneth McAlpine,Connaught Lea Francis,2:09.500
30,19,Ken  Wharton,Cooper Bristol,2:10.100
12,20,Piero Carini,Ferrari,2:11.200
42,21,Chico Landi,Maserati,2:12.800
20,22,Jack  Fairman,Connaught Lea Francis,2:13.500
44,23,Prince Bira,Maserati,2:13.600
46,24,Alan Brown,Cooper Bristol,2:14.800
32,25,Louis  Chiron,OSCA,2:15.000
18,26,John  Fitch,HWM Alta,2:18.100
14,27,Lance Macklin,HWM Alta,2:18.200
16,28,Yves Giraud-Cabantous,HWM Alta,2:20.800
48,29,Hans Von Stuck,AFM Bristol,2:24.100
26,30,Johnny Claes,Connaught Lea Francis,2:28.200
