,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,19,1:32.478,206.436,17:41:08
77,2,Valtteri Bottas,Williams Mercedes,56,1:32.568,206.235,18:40:12
14,3,Fernando Alonso,Ferrari,56,1:32.616,206.128,18:39:59
26,4,Daniil Kvyat,STR Renault,38,1:32.634,206.088,18:12:04
20,5,Kevin Magnussen,McLaren Mercedes,39,1:32.917,205.460,18:13:18
3,6,Daniel Ricciardo,Red Bull Racing Renault,49,1:33.066,205.131,18:28:56
22,7,Jenson Button,McLaren Mercedes,57,1:33.186,204.867,18:41:29
27,8,Nico Hulkenberg,Force India Mercedes,56,1:33.210,204.814,18:40:16
11,9,Sergio Perez,Force India Mercedes,34,1:33.366,204.472,18:06:02
7,10,Kimi Räikkönen,Ferrari,56,1:33.691,203.763,18:40:22
25,11,Jean-Eric Vergne,STR Renault,35,1:33.864,203.387,18:07:13
21,12,Esteban Gutierrez ,Sauber Ferrari,33,1:34.202,202.658,18:04:43
99,13,Adrian Sutil,Sauber Ferrari,41,1:34.564,201.882,18:17:21
8,14,Romain Grosjean,Lotus Renault,30,1:34.766,201.451,17:59:44
17,15,Jules Bianchi,Marussia Ferrari,41,1:35.281,200.363,18:29:40
4,16,Max Chilton,Marussia Ferrari,55,1:35.635,199.621,18:41:21
9,17,Marcus Ericsson,Caterham Renault,26,1:37.064,196.682,17:53:36
13,18,Pastor Maldonado,Lotus Renault,17,1:37.332,196.141,17:38:16
44,19,Lewis Hamilton,Mercedes,2,1:40.287,190.361,17:11:27
1,20,Sebastian Vettel,Red Bull Racing Renault,2,1:49.947,173.636,17:11:51
