,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:44.231
3,2,Daniel Ricciardo,Red Bull Racing Renault,1:44.548
6,3,Nico Rosberg,Mercedes,1:44.595
20,4,Kevin Magnussen,McLaren Mercedes,1:45.745
14,5,Fernando Alonso,Ferrari,1:45.819
25,6,Jean-Eric Vergne,STR Renault,1:45.864
27,7,Nico Hulkenberg,Force India Mercedes,1:46.030
26,8,Daniil Kvyat,STR Renault,1:47.368
19,9,Felipe Massa,Williams Mercedes,1:48.079
22,10,Jenson Button,McLaren Mercedes,1:44.437
7,11,Kimi Räikkönen,Ferrari,1:44.494
1,12,Sebastian Vettel,Red Bull Racing Renault,1:44.668
99,13,Adrian Sutil,Sauber Ferrari,1:45.655
10,14,Kamui Kobayashi,Caterham Renault,1:45.867
77,15,Valtteri Bottas,Williams Mercedes,1:48.147
11,16,Sergio Perez,Force India Mercedes,1:47.293
4,17,Max Chilton,Marussia Ferrari,1:34.293
17,18,Jules Bianchi,Marussia Ferrari,1:34.794
9,19,Marcus Ericsson,Caterham Renault,1:35.157
21,20,Esteban Gutierrez ,Sauber Ferrari,1:35.117
13,21,Pastor Maldonado,Lotus Renault,
