,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,57,1:32:58.710,25
3,EX,Daniel Ricciardo,Red Bull Racing Renault,57,+24.525s,0
20,2,Kevin Magnussen,McLaren Mercedes,57,+26.777s,18
22,3,Jenson Button,McLaren Mercedes,57,+30.027s,15
14,4,Fernando Alonso,Ferrari,57,+35.284s,12
77,5,Valtteri Bottas,Williams Mercedes,57,+47.639s,10
27,6,Nico Hulkenberg,Force India Mercedes,57,+50.718s,8
7,7,Kimi Räikkönen,Ferrari,57,+57.675s,6
25,8,Jean-Eric Vergne,STR Renault,57,+60.441s,4
26,9,Daniil Kvyat,STR Renault,57,+63.585s,2
11,10,Sergio Perez,Force India Mercedes,57,+85.916s,1
99,11,Adrian Sutil,Sauber Ferrari,56,+1 lap,0
21,12,Esteban Gutierrez ,Sauber Ferrari,56,+1 lap,0
4,13,Max Chilton,Marussia Ferrari,55,+2 laps,0
17,NC,Jules Bianchi,Marussia Ferrari,49,+8 laps,0
8,NC,Romain Grosjean,Lotus Renault,43,DNF,0
13,NC,Pastor Maldonado,Lotus Renault,29,DNF,0
9,NC,Marcus Ericsson,Caterham Renault,27,DNF,0
1,NC,Sebastian Vettel,Red Bull Racing Renault,3,DNF,0
44,NC,Lewis Hamilton,Mercedes,2,DNF,0
19,NC,Felipe Massa,Williams Mercedes,0,DNF,0
10,NC,Kamui Kobayashi,Caterham Renault,0,DNF,0
