,Position,Driver,Car,Time / Gap,Laps
14,1,Fernando Alonso,Ferrari,1:31.840,20
22,2,Jenson Button,McLaren Mercedes,+0.517s,23
77,3,Valtteri Bottas,Williams Mercedes,+0.563s,27
19,4,Felipe Massa,Williams Mercedes,+0.591s,19
3,5,Daniel Ricciardo,Red Bull Racing Renault,+0.759s,26
6,6,Nico Rosberg,Mercedes,+0.764s,17
1,7,Sebastian Vettel,Red Bull Racing Renault,+0.953s,10
20,8,Kevin Magnussen,McLaren Mercedes,+1.007s,28
7,9,Kimi Räikkönen,Ferrari,+1.137s,19
25,10,Jean-Eric Vergne,STR Renault,+1.606s,30
27,11,Nico Hulkenberg,Force India Mercedes,+1.693s,23
11,12,Sergio Perez,Force India Mercedes,+2.015s,24
26,13,Daniil Kvyat,STR Renault,+2.432s,27
21,14,Esteban Gutierrez ,Sauber Ferrari,+3.738s,7
99,15,Adrian Sutil,Sauber Ferrari,+4.605s,13
17,16,Jules Bianchi,Marussia Ferrari,+9.019s,6
4,17,Max Chilton,Marussia Ferrari,+15.082s,4
9,18,Marcus Ericsson,Caterham Renault,,1
44,19,Lewis Hamilton,Mercedes,,1
10,20,Kamui Kobayashi,Caterham Renault,,1
13,21,Pastor Maldonado,Lotus Renault,,2
