,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:31.699,1:42.890,1:44.231,22
3,2,Daniel Ricciardo,Red Bull Racing Renault,1:30.775,1:42.295,1:44.548,20
6,3,Nico Rosberg,Mercedes,1:32.564,1:42.264,1:44.595,21
20,4,Kevin Magnussen,McLaren Mercedes,1:30.949,1:43.247,1:45.745,19
14,5,Fernando Alonso,Ferrari,1:31.388,1:42.805,1:45.819,21
25,6,Jean-Eric Vergne,STR Renault,1:33.488,1:43.849,1:45.864,21
27,7,Nico Hulkenberg,Force India Mercedes,1:33.893,1:43.658,1:46.030,20
26,8,Daniil Kvyat,STR Renault,1:33.777,1:44.331,1:47.368,20
19,9,Felipe Massa,Williams Mercedes,1:31.228,1:44.242,1:48.079,21
77,10,Valtteri Bottas,Williams Mercedes,1:31.601,1:43.852,1:48.147,19
22,11,Jenson Button,McLaren Mercedes,1:31.396,1:44.437,,13
7,12,Kimi Räikkönen,Ferrari,1:32.439,1:44.494,,13
1,13,Sebastian Vettel,Red Bull Racing Renault,1:31.931,1:44.668,,13
99,14,Adrian Sutil,Sauber Ferrari,1:33.673,1:45.655,,12
10,15,Kamui Kobayashi,Caterham Renault,1:34.274,1:45.867,,13
11,16,Sergio Perez,Force India Mercedes,1:34.141,1:47.293,,13
4,17,Max Chilton,Marussia Ferrari,1:34.293,,,5
17,18,Jules Bianchi,Marussia Ferrari,1:34.794,,,5
21,19,Esteban Gutierrez ,Sauber Ferrari,1:35.117,,,7
9,20,Marcus Ericsson,Caterham Renault,1:35.157,,,5
8,21,Romain Grosjean,Lotus Renault,1:36.993,,,6
13,NC,Pastor Maldonado,Lotus Renault,DNF,,,3
