,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:29.625,37
6,2,Nico Rosberg,Mercedes,+0.157s,31
14,3,Fernando Alonso,Ferrari,+0.507s,28
1,4,Sebastian Vettel,Red Bull Racing Renault,+0.756s,41
22,5,Jenson Button,McLaren Mercedes,+0.885s,33
3,6,Daniel Ricciardo,Red Bull Racing Renault,+0.913s,38
7,7,Kimi Räikkönen,Ferrari,+1.273s,32
77,8,Valtteri Bottas,Williams Mercedes,+1.295s,38
20,9,Kevin Magnussen,McLaren Mercedes,+1.406s,34
27,10,Nico Hulkenberg,Force India Mercedes,+1.429s,33
25,11,Jean-Eric Vergne,STR Renault,+1.435s,35
19,12,Felipe Massa,Williams Mercedes,+1.494s,31
11,13,Sergio Perez,Force India Mercedes,+1.658s,36
99,14,Adrian Sutil,Sauber Ferrari,+2.730s,36
21,15,Esteban Gutierrez ,Sauber Ferrari,+2.843s,26
26,16,Daniil Kvyat,STR Renault,+2.870s,36
17,17,Jules Bianchi,Marussia Ferrari,+3.861s,29
8,18,Romain Grosjean,Lotus Renault,+4.021s,12
4,19,Max Chilton,Marussia Ferrari,+5.132s,29
9,20,Marcus Ericsson,Caterham Renault,,1
