,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:24.973,27
3,2,Michael Schumacher,Ferrari,+0.112s,31
2,3,David Coulthard,McLaren Mercedes,+0.117s,31
6,4,Jarno Trulli,Jordan Mugen Honda,+0.879s,33
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.124s,34
4,6,Rubens Barrichello,Ferrari,+1.384s,23
17,7,Mika Salo,Sauber Petronas,+1.455s,31
22,8,Jacques Villeneuve,BAR Honda,+1.578s,31
7,9,Eddie Irvine,Jaguar Cosworth,+1.593s,22
16,10,Pedro Diniz,Sauber Petronas,+1.661s,32
8,11,Johnny Herbert,Jaguar Cosworth,+1.756s,29
9,12,Ralf Schumacher,Williams BMW,+1.834s,17
12,13,Alexander Wurz,Benetton Playlife,+1.882s,26
11,14,Giancarlo Fisichella,Benetton Playlife,+1.991s,28
19,15,Jos Verstappen,Arrows Supertec,+2.215s,19
14,16,Jean Alesi,Prost Peugeot,+2.222s,29
18,17,Pedro de la Rosa,Arrows Supertec,+2.339s,16
10,18,Jenson Button,Williams BMW,+2.480s,12
15,19,Nick Heidfeld,Prost Peugeot,+2.491s,22
23,20,Ricardo Zonta,BAR Honda,+2.818s,15
20,21,Marc Gene,Minardi Fondmetal,+3.182s,26
21,22,Gaston Mazzacane,Minardi Fondmetal,+3.303s,27
