,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,62,1:31:39.776,10
1,2,Mika Hakkinen,McLaren Mercedes,62,+1.168s,6
2,3,David Coulthard,McLaren Mercedes,62,+51.008s,4
4,4,Rubens Barrichello,Ferrari,62,+89.276s,3
22,5,Jacques Villeneuve,BAR Honda,61,+1 lap,2
17,6,Mika Salo,Sauber Petronas,61,+1 lap,1
7,7,Eddie Irvine,Jaguar Cosworth,61,+1 lap,0
16,8,Pedro Diniz,Sauber Petronas,61,+1 lap,0
12,9,Alexander Wurz,Benetton Playlife,61,+1 lap,0
8,10,Johnny Herbert,Jaguar Cosworth,61,+1 lap,0
11,11,Giancarlo Fisichella,Benetton Playlife,61,+1 lap,0
23,12,Ricardo Zonta,BAR Honda,61,+1 lap,0
21,13,Gaston Mazzacane,Minardi Fondmetal,60,+2 laps,0
19,14,Jos Verstappen,Arrows Supertec,59,+3 laps,0
6,15,Jarno Trulli,Jordan Mugen Honda,58,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,49,DNF,0
9,NC,Ralf Schumacher,Williams BMW,45,DNF,0
14,NC,Jean Alesi,Prost Peugeot,25,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,22,DNF,0
10,NC,Jenson Button,Williams BMW,5,DNF,0
20,NC,Marc Gene,Minardi Fondmetal,5,DNF,0
5,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,4,DNF,0
