,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:26.944,28
4,2,Rubens Barrichello,Ferrari,+0.373s,21
2,3,David Coulthard,McLaren Mercedes,+0.428s,26
5,4,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.786s,31
6,5,Jarno Trulli,Jordan Mugen Honda,+0.851s,33
1,6,Mika Hakkinen,McLaren Mercedes,+1.077s,33
8,7,Johnny Herbert,Jaguar Cosworth,+1.195s,23
11,8,Giancarlo Fisichella,Benetton Playlife,+1.292s,43
9,9,Ralf Schumacher,Williams BMW,+1.428s,25
18,10,Pedro de la Rosa,Arrows Supertec,+1.500s,41
17,11,Mika Salo,Sauber Petronas,+1.611s,30
7,12,Eddie Irvine,Jaguar Cosworth,+1.622s,25
12,13,Alexander Wurz,Benetton Playlife,+1.827s,42
14,14,Jean Alesi,Prost Peugeot,+2.006s,26
21,15,Gaston Mazzacane,Minardi Fondmetal,+2.008s,42
19,16,Jos Verstappen,Arrows Supertec,+2.031s,32
23,17,Ricardo Zonta,BAR Honda,+2.153s,37
15,18,Nick Heidfeld,Prost Peugeot,+2.169s,27
16,19,Pedro Diniz,Sauber Petronas,+2.363s,18
10,20,Jenson Button,Williams BMW,+2.382s,36
20,21,Marc Gene,Minardi Fondmetal,+2.468s,33
22,22,Jacques Villeneuve,BAR Honda,+386.530s,6
