,Position,Driver,Car,Time
1,1,Mika Hakkinen,McLaren Mercedes,1:24.714
3,2,Michael Schumacher,Ferrari,1:24.805
2,3,David Coulthard,McLaren Mercedes,1:25.014
4,4,Rubens Barrichello,Ferrari,1:25.242
9,5,Ralf Schumacher,Williams BMW,1:25.871
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,1:25.892
7,7,Eddie Irvine,Jaguar Cosworth,1:25.929
6,8,Jarno Trulli,Jordan Mugen Honda,1:26.002
22,9,Jacques Villeneuve,BAR Honda,1:26.124
16,10,Pedro Diniz,Sauber Petronas,1:26.238
12,11,Alexander Wurz,Benetton Playlife,1:26.281
17,12,Mika Salo,Sauber Petronas,1:26.336
18,13,Pedro de la Rosa,Arrows Supertec,1:26.349
23,14,Ricardo Zonta,BAR Honda,1:26.814
14,15,Jean Alesi,Prost Peugeot,1:26.824
19,16,Jos Verstappen,Arrows Supertec,1:26.845
8,17,Johnny Herbert,Jaguar Cosworth,1:27.051
10,18,Jenson Button,Williams BMW,1:27.135
11,19,Giancarlo Fisichella,Benetton Playlife,1:27.253
21,20,Gaston Mazzacane,Minardi Fondmetal,1:28.231
20,21,Marc Gene,Minardi Fondmetal,1:28.333
15,22,Nick Heidfeld,Prost Peugeot,1:28.361
