,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:21.854,1:21.498,1:21.135,16
6,2,Nico Rosberg,Mercedes,1:22.497,1:21.809,1:21.613,15
5,3,Sebastian Vettel,Ferrari,1:23.077,1:22.275,1:21.972,13
7,4,Kimi Räikkönen,Ferrari,1:23.217,1:22.568,1:22.065,15
77,5,Valtteri Bottas,Williams Mercedes,1:23.264,1:22.499,1:22.388,12
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:23.158,1:22.638,1:22.389,17
33,7,Max Verstappen,Red Bull Racing TAG Heuer,1:23.229,1:22.857,1:22.411,15
11,8,Sergio Perez,Force India Mercedes,1:23.439,1:22.922,1:22.814,15
27,9,Nico Hulkenberg,Force India Mercedes,1:23.259,1:22.951,1:22.836,18
21,10,Esteban Gutierrez ,Haas Ferrari,1:23.386,1:22.856,1:23.184,21
19,11,Felipe Massa,Williams Mercedes,1:23.489,1:22.967,,10
8,12,Romain Grosjean,Haas Ferrari,1:23.421,1:23.092,,14
14,13,Fernando Alonso,McLaren Honda,1:23.783,1:23.273,,13
94,14,Pascal Wehrlein,MRT Mercedes,1:23.760,1:23.315,,14
22,15,Jenson Button,McLaren Honda,1:23.666,1:23.399,,13
55,16,Carlos Sainz,Toro Rosso Ferrari,1:23.661,1:23.496,,12
26,17,Daniil Kvyat,Toro Rosso Ferrari,1:23.825,,,9
12,18,Felipe Nasr,Sauber Ferrari,1:23.956,,,8
9,19,Marcus Ericsson,Sauber Ferrari,1:24.087,,,7
30,20,Jolyon Palmer,Renault,1:24.230,,,9
20,21,Kevin Magnussen,Renault,1:24.436,,,9
31,NC,Esteban Ocon,MRT Mercedes,DNF,,,2
