,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:22.959,37
44,2,Lewis Hamilton,Mercedes,+0.203s,36
7,3,Kimi Räikkönen,Ferrari,+1.088s,16
5,4,Sebastian Vettel,Ferrari,+1.348s,17
11,5,Sergio Perez,Force India Mercedes,+1.691s,32
8,6,Romain Grosjean,Haas Ferrari,+1.804s,17
77,7,Valtteri Bottas,Williams Mercedes,+1.826s,37
33,8,Max Verstappen,Red Bull Racing TAG Heuer,+2.023s,25
21,9,Esteban Gutierrez ,Haas Ferrari,+2.154s,19
3,10,Daniel Ricciardo,Red Bull Racing TAG Heuer,+2.161s,17
22,11,Jenson Button,McLaren Honda,+2.392s,23
34,12,Alfonso Celis,Force India Mercedes,+2.408s,30
14,13,Fernando Alonso,McLaren Honda,+2.548s,14
19,14,Felipe Massa,Williams Mercedes,+2.881s,18
9,15,Marcus Ericsson,Sauber Ferrari,+2.894s,20
55,16,Carlos Sainz,Toro Rosso Ferrari,+3.014s,20
26,17,Daniil Kvyat,Toro Rosso Ferrari,+3.115s,20
31,18,Esteban Ocon,MRT Mercedes,+3.432s,30
12,19,Felipe Nasr,Sauber Ferrari,+3.480s,21
94,20,Pascal Wehrlein,MRT Mercedes,+3.803s,28
30,21,Jolyon Palmer,Renault,+3.852s,35
20,22,Kevin Magnussen,Renault,+3.997s,32
